Date,Rented Bike Count,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
2017-12-03 13:00:00,495.0,6.8,81,1.9,390,3.7,0.6,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 14:00:00,563.0,7.6,76,1.2,422,3.6,0.69,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 15:00:00,621.0,8.0,73,1.6,433,3.4,0.53,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 16:00:00,598.0,7.6,77,1.6,399,3.8,0.2,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 17:00:00,545.0,6.7,82,1.5,358,3.8,0.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 18:00:00,443.0,6.0,84,1.9,327,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 19:00:00,422.0,5.7,85,1.7,309,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 20:00:00,397.0,5.2,87,1.4,253,3.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 21:00:00,385.0,4.7,87,1.2,247,2.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 22:00:00,350.0,4.3,89,1.8,201,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 23:00:00,303.0,3.9,90,1.3,194,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 00:00:00,285.0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 01:00:00,186.0,4.3,87,0.5,221,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 02:00:00,112.0,4.4,87,1.8,207,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 03:00:00,65.0,3.6,85,2.3,206,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 04:00:00,41.0,2.8,89,1.5,130,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 05:00:00,82.0,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 06:00:00,200.0,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,Winter,No Holiday,Yes
2017-12-04 07:00:00,498.0,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 08:00:00,937.0,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 09:00:00,509.0,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 10:00:00,311.0,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 11:00:00,379.0,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 12:00:00,393.0,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 13:00:00,391.0,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 14:00:00,338.0,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 15:00:00,341.0,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 16:00:00,375.0,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 17:00:00,515.0,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 18:00:00,807.0,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 19:00:00,568.0,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 20:00:00,398.0,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 21:00:00,397.0,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 22:00:00,353.0,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 23:00:00,248.0,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 00:00:00,216.0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 01:00:00,198.0,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 02:00:00,124.0,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 03:00:00,62.0,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 04:00:00,42.0,-7.2,34,3.0,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 05:00:00,82.0,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 06:00:00,172.0,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 07:00:00,381.0,-7.5,33,2.2,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 08:00:00,812.0,-8.1,36,1.6,2000,-20.5,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 09:00:00,462.0,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 10:00:00,269.0,-5.5,26,2.8,1967,-22.0,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 11:00:00,334.0,-3.9,25,0.0,1959,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 12:00:00,321.0,-2.3,25,0.0,1962,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 13:00:00,325.0,-1.6,27,0.0,1955,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 14:00:00,334.0,-1.1,28,0.0,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 15:00:00,353.0,-0.7,28,0.0,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 16:00:00,435.0,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 17:00:00,529.0,-1.6,35,0.0,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 18:00:00,789.0,-2.6,40,0.0,2000,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 19:00:00,597.0,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 20:00:00,418.0,-3.5,46,0.0,2000,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 21:00:00,415.0,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 22:00:00,393.0,-2.8,49,0.0,2000,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 23:00:00,244.0,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 00:00:00,145.0,-2.8,77,0.0,331,-6.2,0.0,0.1,0.1,Winter,No Holiday,Yes
2017-12-06 01:00:00,144.0,-3.0,79,0.0,293,-6.1,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06 02:00:00,117.0,-3.0,79,0.0,1862,-6.1,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 03:00:00,78.0,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes
2017-12-06 04:00:00,58.0,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 05:00:00,87.0,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 06:00:00,142.0,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 07:00:00,379.0,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06 08:00:00,802.0,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 09:00:00,440.0,-3.3,70,0.0,1324,-7.9,0.25,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 10:00:00,307.0,-0.9,64,0.0,1224,-6.8,0.63,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 11:00:00,381.0,1.6,57,1.2,1261,-6.0,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 12:00:00,405.0,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 13:00:00,442.0,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 14:00:00,416.0,5.5,34,1.0,1966,-9.1,0.96,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 15:00:00,412.0,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 16:00:00,496.0,5.3,37,2.9,2000,-8.2,0.36,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 17:00:00,239.0,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 18:00:00,204.0,1.7,90,1.0,66,0.2,0.0,0.3,0.3,Winter,No Holiday,Yes
2017-12-06 19:00:00,205.0,1.2,92,0.7,180,0.0,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 20:00:00,190.0,1.2,94,0.6,228,0.3,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 21:00:00,165.0,1.1,92,0.5,235,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes
2017-12-06 22:00:00,222.0,1.3,92,0.6,233,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 23:00:00,193.0,1.3,92,0.6,209,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-07 00:00:00,198.0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 01:00:00,218.0,1.5,92,0.4,227,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 02:00:00,149.0,1.4,92,0.7,168,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 03:00:00,102.0,1.9,91,1.4,218,0.5,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 04:00:00,62.0,1.6,92,0.7,119,0.4,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 05:00:00,83.0,1.5,92,1.1,175,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 06:00:00,137.0,1.0,93,0.5,148,0.0,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 07:00:00,367.0,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 08:00:00,754.0,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,Winter,No Holiday,Yes
2017-12-07 09:00:00,415.0,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,Winter,No Holiday,Yes
2017-12-07 10:00:00,321.0,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,Winter,No Holiday,Yes
2017-12-07 11:00:00,333.0,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,Winter,No Holiday,Yes
2017-12-07 12:00:00,431.0,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes
2017-12-07 13:00:00,394.0,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 14:00:00,390.0,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 15:00:00,430.0,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 16:00:00,471.0,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 17:00:00,552.0,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 18:00:00,795.0,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 19:00:00,507.0,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 20:00:00,390.0,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 21:00:00,402.0,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 22:00:00,389.0,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 23:00:00,259.0,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 00:00:00,233.0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 01:00:00,230.0,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 02:00:00,131.0,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 03:00:00,99.0,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 04:00:00,71.0,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 05:00:00,84.0,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 06:00:00,158.0,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 07:00:00,387.0,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 08:00:00,780.0,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 09:00:00,395.0,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 10:00:00,261.0,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 11:00:00,310.0,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 12:00:00,355.0,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 13:00:00,354.0,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 14:00:00,350.0,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 15:00:00,362.0,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 16:00:00,401.0,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 17:00:00,500.0,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 18:00:00,752.0,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 19:00:00,477.0,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 20:00:00,384.0,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 21:00:00,336.0,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 22:00:00,347.0,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 23:00:00,275.0,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 00:00:00,267.0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 01:00:00,296.0,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 02:00:00,237.0,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 03:00:00,169.0,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 04:00:00,96.0,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 05:00:00,56.0,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 06:00:00,76.0,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 07:00:00,127.0,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 08:00:00,222.0,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 09:00:00,291.0,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 10:00:00,273.0,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 11:00:00,351.0,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 12:00:00,427.0,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 13:00:00,431.0,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 14:00:00,486.0,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 15:00:00,569.0,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 16:00:00,546.0,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 17:00:00,481.0,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 18:00:00,384.0,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 19:00:00,275.0,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 20:00:00,298.0,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 21:00:00,321.0,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 22:00:00,289.0,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 23:00:00,265.0,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 00:00:00,326.0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 01:00:00,280.0,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 02:00:00,243.0,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 03:00:00,169.0,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 04:00:00,71.0,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 05:00:00,13.0,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,Winter,No Holiday,Yes
2017-12-10 06:00:00,9.0,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,Winter,No Holiday,Yes
2017-12-10 07:00:00,20.0,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,Winter,No Holiday,Yes
2017-12-10 08:00:00,35.0,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,Winter,No Holiday,Yes
2017-12-10 09:00:00,31.0,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,Winter,No Holiday,Yes
