timestamp,season,holiday,casual,registered,cnt,temperature_c,humidity_percent,dew_point_c,rainfall_mm,snowfall_cm,wind_speed_ms,solar_radiation_wm2,solar_radiation_mjm2,Functioning Day,visibility_km
2011-01-03 12:00:00,1.0,0.0,13.0,48.0,61.0,2.1,36,-11.5,0.0,0.0,3.55,479.0,1.7244,Yes,16.0
2011-01-03 13:00:00,1.0,0.0,8.0,53.0,61.0,3.0,35,-11.2,0.0,0.0,3.4,492.0,1.7712,Yes,16.0
2011-01-03 14:00:00,1.0,0.0,11.0,66.0,77.0,3.0,35,-11.0,0.0,0.0,3.38,445.0,1.602,Yes,16.0
2011-01-03 15:00:00,1.0,0.0,14.0,58.0,72.0,3.2,34,-11.1,0.0,0.0,3.2,342.0,1.2312,Yes,16.0
2011-01-03 16:00:00,1.0,0.0,9.0,67.0,76.0,2.9,35,-11.2,0.0,0.0,2.55,197.0,0.7091999999999999,Yes,16.0
2011-01-03 17:00:00,1.0,0.0,11.0,146.0,157.0,1.8,40,-10.4,0.0,0.0,1.68,47.0,0.1692,Yes,16.0
2011-01-03 18:00:00,1.0,0.0,9.0,148.0,157.0,0.1,52,-8.5,0.0,0.0,1.7,0.0,0.0,Yes,16.0
2011-01-03 19:00:00,1.0,0.0,8.0,102.0,110.0,-1.6,62,-7.9,0.0,0.0,1.72,0.0,0.0,Yes,16.0
2011-01-03 20:00:00,1.0,0.0,3.0,49.0,52.0,-2.4,64,-8.4,0.0,0.0,1.75,0.0,0.0,Yes,16.0
2011-01-03 21:00:00,1.0,0.0,3.0,49.0,52.0,-2.9,64,-8.7,0.0,0.0,2.02,0.0,0.0,Yes,16.0
2011-01-03 22:00:00,1.0,0.0,0.0,20.0,20.0,-3.1,65,-8.8,0.0,0.0,2.12,0.0,0.0,Yes,16.0
2011-01-03 23:00:00,1.0,0.0,1.0,11.0,12.0,-3.2,65,-8.8,0.0,0.0,2.19,0.0,0.0,Yes,16.0
2011-01-04 00:00:00,1.0,0.0,0.0,5.0,5.0,-3.2,66,-8.7,0.0,0.0,2.1,0.0,0.0,Yes,16.0
2011-01-04 01:00:00,1.0,0.0,0.0,2.0,2.0,-3.2,65,-8.8,0.0,0.0,1.88,0.0,0.0,Yes,16.0
2011-01-04 02:00:00,1.0,0.0,0.0,1.0,1.0,-3.8,66,-9.2,0.0,0.0,1.8,0.0,0.0,Yes,16.0
2011-01-04 03:00:00,1.0,0.0,,,11.743093922651934,-4.0,68,-9.0,0.0,0.0,1.94,0.0,0.0,No,16.0
2011-01-04 04:00:00,1.0,0.0,0.0,2.0,2.0,-4.0,69,-8.9,0.0,0.0,2.06,0.0,0.0,Yes,16.0
2011-01-04 05:00:00,1.0,0.0,0.0,4.0,4.0,-4.1,69,-9.0,0.0,0.0,1.43,0.0,0.0,Yes,16.0
2011-01-04 06:00:00,1.0,0.0,0.0,36.0,36.0,-4.2,69,-9.0,0.0,0.0,1.3,0.0,0.0,Yes,16.0
2011-01-04 07:00:00,1.0,0.0,2.0,92.0,94.0,-4.1,69,-9.0,0.0,0.0,1.43,0.0,0.0,Yes,16.0
2011-01-04 08:00:00,1.0,0.0,2.0,177.0,179.0,-3.3,65,-8.9,0.0,0.0,1.75,9.0,0.0324,Yes,16.0
2011-01-04 09:00:00,1.0,0.0,2.0,98.0,100.0,-0.7,56,-8.3,0.0,0.0,2.1,108.0,0.3888,Yes,16.0
2011-01-04 10:00:00,1.0,0.0,5.0,37.0,42.0,1.6,49,-8.0,0.0,0.0,2.61,268.0,0.9648,Yes,16.0
2011-01-04 11:00:00,1.0,0.0,7.0,50.0,57.0,3.5,48,-6.4,0.0,0.0,2.84,400.0,1.44,Yes,16.0
2011-01-04 12:00:00,1.0,0.0,12.0,66.0,78.0,4.9,45,-6.0,0.0,0.0,2.76,460.0,1.656,Yes,16.0
2011-01-04 13:00:00,1.0,0.0,18.0,79.0,97.0,6.2,42,-5.7,0.0,0.0,2.69,485.0,1.746,Yes,16.0
2011-01-04 14:00:00,1.0,0.0,9.0,54.0,63.0,6.6,40,-6.2,0.0,0.0,2.77,443.0,1.5948,Yes,16.0
2011-01-04 15:00:00,1.0,0.0,17.0,48.0,65.0,6.7,40,-6.0,0.0,0.0,2.88,341.0,1.2276,Yes,16.0
2011-01-04 16:00:00,1.0,0.0,15.0,68.0,83.0,5.2,46,-5.4,0.0,0.0,2.51,197.0,0.7091999999999999,Yes,16.0
2011-01-04 17:00:00,1.0,0.0,10.0,202.0,212.0,2.5,54,-5.9,0.0,0.0,2.53,48.0,0.1728,Yes,16.0
2011-01-04 18:00:00,1.0,0.0,3.0,179.0,182.0,1.3,58,-6.1,0.0,0.0,2.77,0.0,0.0,Yes,16.0
2011-01-04 19:00:00,1.0,0.0,2.0,110.0,112.0,0.6,60,-6.2,0.0,0.0,3.11,0.0,0.0,Yes,16.0
2011-01-04 20:00:00,1.0,0.0,1.0,53.0,54.0,-0.1,63,-6.3,0.0,0.0,2.95,0.0,0.0,Yes,16.0
2011-01-04 21:00:00,1.0,0.0,0.0,48.0,48.0,-0.6,64,-6.5,0.0,0.0,2.6,0.0,0.0,Yes,16.0
2011-01-04 22:00:00,1.0,0.0,1.0,34.0,35.0,-1.0,66,-6.5,0.0,0.0,2.09,0.0,0.0,Yes,16.0
2011-01-04 23:00:00,1.0,0.0,2.0,9.0,11.0,-1.8,71,-6.4,0.0,0.0,2.18,0.0,0.0,Yes,16.0
2011-01-05 00:00:00,1.0,0.0,0.0,6.0,6.0,-2.5,74,-6.5,0.0,0.0,2.43,0.0,0.0,Yes,16.0
2011-01-05 01:00:00,1.0,0.0,0.0,6.0,6.0,-2.8,75,-6.6,0.0,0.0,3.4,0.0,0.0,Yes,16.0
2011-01-05 02:00:00,1.0,0.0,0.0,2.0,2.0,-1.6,66,-7.1,0.0,0.0,3.85,0.0,0.0,Yes,16.0
2011-01-05 03:00:00,1.0,0.0,,,11.743093922651934,-1.8,68,-7.0,0.0,0.0,3.18,0.0,0.0,No,16.0
2011-01-05 04:00:00,1.0,0.0,0.0,2.0,2.0,-2.8,72,-7.1,0.0,0.0,2.73,0.0,0.0,Yes,16.0
2011-01-05 05:00:00,1.0,0.0,0.0,3.0,3.0,-3.5,74,-7.4,0.0,0.0,2.27,0.0,0.0,Yes,16.0
2011-01-05 06:00:00,1.0,0.0,0.0,33.0,33.0,-3.8,74,-7.8,0.0,0.0,1.98,0.0,0.0,Yes,16.0
2011-01-05 07:00:00,1.0,0.0,1.0,87.0,88.0,-4.2,74,-8.1,0.0,0.0,1.91,0.0,0.0,Yes,16.0
2011-01-05 08:00:00,1.0,0.0,3.0,192.0,195.0,-4.0,71,-8.5,0.0,0.0,2.05,11.0,0.0395999999999999,Yes,16.0
2011-01-05 09:00:00,1.0,0.0,6.0,109.0,115.0,-0.6,55,-8.5,0.0,0.0,2.16,126.0,0.4536,Yes,16.0
2011-01-05 10:00:00,1.0,0.0,4.0,53.0,57.0,1.2,45,-9.5,0.0,0.0,2.78,237.0,0.8532,Yes,16.0
2011-01-05 11:00:00,1.0,0.0,12.0,34.0,46.0,1.9,44,-9.2,0.0,0.0,2.48,304.0,1.0944,Yes,16.0
2011-01-05 12:00:00,1.0,0.0,5.0,74.0,79.0,2.6,42,-8.9,0.0,0.0,3.0,403.0,1.4508,Yes,16.0
2011-01-05 13:00:00,1.0,0.0,6.0,65.0,71.0,3.2,40,-9.1,0.0,0.0,3.35,449.0,1.6164,Yes,16.0
2011-01-05 14:00:00,1.0,0.0,10.0,52.0,62.0,4.0,39,-8.8,0.0,0.0,3.22,437.0,1.5732,Yes,16.0
2011-01-05 15:00:00,1.0,0.0,7.0,55.0,62.0,4.0,39,-8.8,0.0,0.0,2.86,344.0,1.2384,Yes,16.0
2011-01-05 16:00:00,1.0,0.0,4.0,85.0,89.0,3.3,43,-8.0,0.0,0.0,1.43,201.0,0.7236,Yes,16.0
2011-01-05 17:00:00,1.0,0.0,4.0,186.0,190.0,2.5,44,-8.6,0.0,0.0,2.3,50.0,0.18,Yes,16.0
2011-01-05 18:00:00,1.0,0.0,3.0,166.0,169.0,-0.5,61,-7.1,0.0,0.0,1.89,0.0,0.0,Yes,16.0
2011-01-05 19:00:00,1.0,0.0,5.0,127.0,132.0,-1.9,67,-7.3,0.0,0.0,1.7,0.0,0.0,Yes,16.0
2011-01-05 20:00:00,1.0,0.0,7.0,82.0,89.0,-2.3,68,-7.4,0.0,0.0,2.01,0.0,0.0,Yes,16.0
2011-01-05 21:00:00,1.0,0.0,3.0,40.0,43.0,-2.1,66,-7.5,0.0,0.0,1.84,0.0,0.0,Yes,16.0
2011-01-05 22:00:00,1.0,0.0,1.0,41.0,42.0,-2.6,67,-7.8,0.0,0.0,1.62,0.0,0.0,Yes,16.0
2011-01-05 23:00:00,1.0,0.0,1.0,18.0,19.0,-2.3,65,-8.0,0.0,0.0,1.48,0.0,0.0,Yes,16.0
2011-01-06 00:00:00,1.0,0.0,0.0,11.0,11.0,-1.7,63,-7.9,0.0,0.0,1.25,0.0,0.0,Yes,16.0
2011-01-06 01:00:00,1.0,0.0,0.0,4.0,4.0,-1.2,62,-7.5,0.0,0.0,1.03,0.0,0.0,Yes,16.0
2011-01-06 02:00:00,1.0,0.0,0.0,2.0,2.0,-3.7,66,-9.1,0.0,0.0,0.95,0.0,0.0,Yes,16.0
2011-01-06 03:00:00,1.0,0.0,,,11.743093922651934,-4.1,67,-9.3,0.0,0.0,1.08,0.0,0.0,No,16.0
2011-01-06 04:00:00,1.0,0.0,0.0,1.0,1.0,-4.1,65,-9.7,0.0,0.0,1.33,0.0,0.0,Yes,16.0
2011-01-06 05:00:00,1.0,0.0,0.0,4.0,4.0,-3.7,61,-10.1,0.0,0.0,1.24,0.0,0.0,Yes,16.0
2011-01-06 06:00:00,1.0,0.0,0.0,36.0,36.0,-3.5,59,-10.3,0.0,0.0,1.3,0.0,0.0,Yes,16.0
2011-01-06 07:00:00,1.0,0.0,0.0,95.0,95.0,-3.3,57,-10.5,0.0,0.0,1.22,0.0,0.0,Yes,16.0
2011-01-06 08:00:00,1.0,0.0,3.0,216.0,219.0,-2.6,55,-10.5,0.0,0.0,0.71,7.0,0.0252,Yes,16.0
2011-01-06 09:00:00,1.0,0.0,6.0,116.0,122.0,-1.5,52,-10.0,0.0,0.0,0.28,100.0,0.36,Yes,16.0
2011-01-06 10:00:00,1.0,0.0,3.0,42.0,45.0,0.7,41,-11.1,0.0,0.0,0.2,269.0,0.9684,Yes,16.0
2011-01-06 11:00:00,1.0,0.0,2.0,57.0,59.0,2.2,35,-11.6,0.0,0.0,0.81,410.0,1.476,Yes,16.0
2011-01-06 12:00:00,1.0,0.0,6.0,78.0,84.0,3.0,39,-9.7,0.0,0.0,1.4,480.0,1.728,Yes,16.0
2011-01-06 13:00:00,1.0,0.0,12.0,55.0,67.0,3.3,38,-9.6,0.0,0.0,1.75,494.0,1.7784,Yes,16.0
2011-01-06 14:00:00,1.0,0.0,11.0,59.0,70.0,3.3,39,-9.4,0.0,0.0,1.7,449.0,1.6164,Yes,16.0
2011-01-06 15:00:00,1.0,0.0,8.0,54.0,62.0,3.3,39,-9.4,0.0,0.0,1.84,355.0,1.278,Yes,16.0
2011-01-06 16:00:00,1.0,0.0,12.0,74.0,86.0,2.5,43,-8.9,0.0,0.0,1.42,209.0,0.7524,Yes,16.0
2011-01-06 17:00:00,1.0,0.0,9.0,163.0,172.0,0.8,48,-8.9,0.0,0.0,1.71,53.0,0.1908,Yes,16.0
2011-01-06 18:00:00,1.0,0.0,5.0,158.0,163.0,-1.0,56,-8.7,0.0,0.0,1.86,0.0,0.0,Yes,16.0
2011-01-06 19:00:00,1.0,0.0,3.0,109.0,112.0,-2.0,62,-8.4,0.0,0.0,2.44,0.0,0.0,Yes,16.0
2011-01-06 20:00:00,1.0,0.0,3.0,66.0,69.0,-2.8,68,-7.9,0.0,0.0,2.78,0.0,0.0,Yes,16.0
2011-01-06 21:00:00,1.0,0.0,0.0,48.0,48.0,-3.0,71,-7.6,0.0,0.0,3.09,0.0,0.0,Yes,16.0
2011-01-06 22:00:00,1.0,0.0,1.0,51.0,52.0,-2.6,72,-7.0,0.0,0.0,3.16,0.0,0.0,Yes,16.0
2011-01-06 23:00:00,1.0,0.0,4.0,19.0,23.0,-2.2,73,-6.4,0.0,0.0,2.96,0.0,0.0,Yes,16.0
2011-01-07 00:00:00,1.0,0.0,4.0,13.0,17.0,-1.8,74,-5.8,0.0,0.07,2.9,0.0,0.0,Yes,16.0
2011-01-07 01:00:00,1.0,0.0,2.0,5.0,7.0,-1.7,76,-5.3,0.0,0.14,3.21,0.0,0.0,Yes,16.0
2011-01-07 02:00:00,1.0,0.0,0.0,1.0,1.0,-1.2,73,-5.5,0.0,0.14,3.13,0.0,0.0,Yes,16.0
2011-01-07 03:00:00,1.0,0.0,,,11.743093922651934,-1.1,72,-5.6,0.0,0.21,2.68,0.0,0.0,No,16.0
2011-01-07 04:00:00,1.0,0.0,0.0,1.0,1.0,-1.0,71,-5.6,0.0,0.0,2.84,0.0,0.0,Yes,16.0
2011-01-07 05:00:00,1.0,0.0,0.0,5.0,5.0,-1.1,70,-6.0,0.0,0.0,1.68,0.0,0.0,Yes,16.0
2011-01-07 06:00:00,1.0,0.0,8.0,26.0,34.0,-1.0,66,-6.6,0.0,0.0,1.92,0.0,0.0,Yes,16.0
2011-01-07 07:00:00,1.0,0.0,8.0,76.0,84.0,-1.3,62,-7.5,0.0,0.0,2.42,0.0,0.0,Yes,16.0
2011-01-07 08:00:00,1.0,0.0,20.0,190.0,210.0,-1.6,59,-8.6,0.0,0.0,3.12,11.0,0.0395999999999999,Yes,16.0
2011-01-07 09:00:00,1.0,0.0,9.0,125.0,134.0,-0.6,50,-9.8,0.0,0.0,3.54,134.0,0.4824,Yes,16.0
2011-01-07 10:00:00,1.0,0.0,16.0,47.0,63.0,0.3,41,-11.5,0.0,0.0,3.91,295.0,1.062,Yes,16.0
2011-01-07 11:00:00,1.0,0.0,19.0,48.0,67.0,1.1,39,-11.4,0.0,0.0,4.25,422.0,1.5192,Yes,16.0
2011-01-07 12:00:00,1.0,0.0,9.0,50.0,59.0,2.8,32,-12.4,0.0,0.0,4.27,486.0,1.7496,Yes,16.0
2011-01-07 13:00:00,1.0,0.0,9.0,64.0,73.0,3.1,31,-12.3,0.0,0.0,4.28,420.0,1.512,Yes,16.0
2011-01-07 14:00:00,1.0,0.0,7.0,43.0,50.0,2.8,32,-12.2,0.0,0.0,4.06,373.0,1.3428,Yes,16.0
2011-01-07 15:00:00,1.0,0.0,9.0,63.0,72.0,2.8,32,-12.3,0.0,0.0,3.61,266.0,0.9576,Yes,16.0
2011-01-07 16:00:00,1.0,0.0,5.0,82.0,87.0,2.0,35,-11.7,0.0,0.0,2.06,152.0,0.5472,Yes,16.0
2011-01-07 17:00:00,1.0,0.0,9.0,178.0,187.0,0.5,50,-8.8,0.0,0.0,0.91,45.0,0.162,Yes,16.0
2011-01-07 18:00:00,1.0,0.0,7.0,116.0,123.0,-2.0,56,-9.7,0.0,0.0,1.17,0.0,0.0,Yes,16.0
2011-01-07 19:00:00,1.0,0.0,3.0,92.0,95.0,-3.6,62,-9.9,0.0,0.0,1.63,0.0,0.0,Yes,16.0
2011-01-07 20:00:00,1.0,0.0,1.0,50.0,51.0,-4.1,59,-10.9,0.0,0.0,1.6,0.0,0.0,Yes,16.0
2011-01-07 21:00:00,1.0,0.0,0.0,39.0,39.0,-4.0,60,-10.7,0.0,0.0,1.55,0.0,0.0,Yes,16.0
2011-01-07 22:00:00,1.0,0.0,2.0,34.0,36.0,-3.6,58,-10.6,0.0,0.0,1.71,0.0,0.0,Yes,16.0
2011-01-07 23:00:00,1.0,0.0,1.0,14.0,15.0,-3.3,62,-9.6,0.0,0.0,1.75,0.0,0.0,Yes,16.0
2011-01-08 00:00:00,1.0,0.0,1.0,24.0,25.0,-2.4,62,-8.7,0.0,0.0,1.89,0.0,0.0,Yes,16.0
2011-01-08 01:00:00,1.0,0.0,1.0,15.0,16.0,-1.6,62,-7.9,0.0,0.0,2.08,0.0,0.0,Yes,14.2
2011-01-08 02:00:00,1.0,0.0,3.0,13.0,16.0,-1.7,67,-7.0,0.0,0.07,2.14,0.0,0.0,Yes,16.0
2011-01-08 03:00:00,1.0,0.0,0.0,7.0,7.0,-1.9,72,-6.2,0.0,0.07,2.22,0.0,0.0,Yes,14.2
2011-01-08 04:00:00,1.0,0.0,0.0,1.0,1.0,-1.9,74,-6.0,0.0,0.28,1.98,0.0,0.0,Yes,14.2
2011-01-08 05:00:00,1.0,0.0,0.0,5.0,5.0,-2.3,78,-5.6,0.0,0.14,1.66,0.0,0.0,Yes,16.0
2011-01-08 06:00:00,1.0,0.0,0.0,2.0,2.0,-2.3,79,-5.4,0.0,0.28,1.22,0.0,0.0,Yes,10.6
2011-01-08 07:00:00,1.0,0.0,1.0,8.0,9.0,-2.5,81,-5.3,0.0,0.14,1.22,0.0,0.0,Yes,16.0
2011-01-08 08:00:00,1.0,0.0,0.0,15.0,15.0,-2.7,82,-5.3,0.0,0.07,1.0,7.0,0.0252,Yes,15.8
2011-01-08 09:00:00,1.0,0.0,0.0,20.0,20.0,-1.4,75,-5.2,0.0,0.07,0.8,101.0,0.3636,Yes,4.6
2011-01-08 10:00:00,1.0,0.0,5.0,56.0,61.0,-0.0,65,-5.9,0.0,0.0,1.63,202.0,0.7272,Yes,12.9
2011-01-08 11:00:00,1.0,0.0,2.0,60.0,62.0,0.9,52,-7.9,0.0,0.0,3.36,328.0,1.1808,Yes,16.0
2011-01-08 12:00:00,1.0,0.0,8.0,90.0,98.0,1.5,43,-9.6,0.0,0.0,4.61,423.0,1.5228,Yes,16.0
2011-01-08 13:00:00,1.0,0.0,7.0,95.0,102.0,1.5,36,-11.9,0.0,0.0,5.46,461.0,1.6596,Yes,16.0
2011-01-08 14:00:00,1.0,0.0,12.0,83.0,95.0,0.3,35,-13.5,0.0,0.0,5.87,427.0,1.5372,Yes,16.0
2011-01-08 15:00:00,1.0,0.0,5.0,69.0,74.0,-0.4,35,-14.0,0.0,0.0,5.9,351.0,1.2636,Yes,16.0
2011-01-08 16:00:00,1.0,0.0,8.0,68.0,76.0,-1.1,35,-14.7,0.0,0.0,5.33,217.0,0.7812,Yes,16.0
2011-01-08 17:00:00,1.0,0.0,5.0,64.0,69.0,-2.4,34,-16.1,0.0,0.0,4.56,59.0,0.2124,Yes,16.0
2011-01-08 18:00:00,1.0,0.0,3.0,52.0,55.0,-3.2,35,-16.6,0.0,0.0,4.57,0.0,0.0,Yes,16.0
2011-01-08 19:00:00,1.0,0.0,4.0,26.0,30.0,-3.5,35,-16.9,0.0,0.0,4.88,0.0,0.0,Yes,16.0
2011-01-08 20:00:00,1.0,0.0,0.0,28.0,28.0,-3.7,35,-16.8,0.0,0.0,5.52,0.0,0.0,Yes,16.0
2011-01-08 21:00:00,1.0,0.0,2.0,35.0,37.0,-3.9,38,-16.2,0.0,0.0,5.96,0.0,0.0,Yes,16.0
