timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,temperature_c,humidity_percent,dew_point_c,rainfall_mm,snowfall_cm,wind_speed_ms,solar_radiation_wm2,solar_radiation_mjm2,Functioning Day,visibility_km
2015-01-04 11:00:00,727.0,2.5,-1.5,85,2.12,3.0,0.0,1,3.0,2.5,85,0.3,0.0,0.0,2.12,143.0,0.5148,Yes,1.0
2015-01-04 12:00:00,862.0,2.9,-1.5,81,2.44,4.0,0.0,1,3.0,2.9,81,-0.0,0.0,0.0,2.44,189.0,0.6804,Yes,3.1
2015-01-04 13:00:00,916.0,3.2,-0.5,80,2.28,3.0,0.0,1,3.0,3.2,80,0.1,0.0,0.0,2.28,200.0,0.72,Yes,3.1
2015-01-04 14:00:00,1039.0,3.3,0.0,81,2.11,3.0,0.0,1,3.0,3.3,81,0.4,0.0,0.0,2.11,166.0,0.5976,Yes,4.7
2015-01-04 15:00:00,869.0,3.2,-1.5,83,2.42,3.0,0.0,1,3.0,3.2,83,0.7,0.0,0.0,2.42,103.0,0.3707999999999999,Yes,4.4
2015-01-04 16:00:00,737.0,2.8,0.0,88,2.19,3.0,0.0,1,3.0,2.8,88,1.0,0.0,0.0,2.19,28.0,0.1008,Yes,4.5
2015-01-04 17:00:00,594.0,2.6,0.0,92,2.0,3.0,0.0,1,3.0,2.6,92,1.4,0.0,0.0,2.0,0.0,0.0,Yes,3.1
2015-01-04 18:00:00,522.0,2.8,1.5,94,2.25,3.0,0.0,1,3.0,2.8,94,1.9,0.0,0.0,2.25,0.0,0.0,Yes,2.8
2015-01-04 19:00:00,379.0,3.2,1.0,94,2.42,3.0,0.0,1,3.0,3.2,94,2.4,0.0,0.0,2.42,0.0,0.0,Yes,1.8
2015-01-04 20:00:00,328.0,3.4,3.0,94,2.42,3.0,0.0,1,3.0,3.4,94,2.5,0.0,0.0,2.42,0.0,0.0,Yes,1.8
2015-01-04 21:00:00,221.0,3.5,2.5,93,2.72,4.0,0.0,1,3.0,3.5,93,2.5,0.0,0.0,2.72,0.0,0.0,Yes,3.8
2015-01-04 22:00:00,178.0,3.5,2.0,93,2.75,4.0,0.0,1,3.0,3.5,93,2.5,0.0,0.0,2.75,0.0,0.0,Yes,5.9
2015-01-04 23:00:00,157.0,3.7,3.5,92,2.69,4.0,0.0,1,3.0,3.7,92,2.6,0.0,0.0,2.69,0.0,0.0,Yes,6.6
2015-01-05 00:00:00,83.0,3.9,3.0,92,2.5,4.0,0.0,0,3.0,3.9,92,2.7,0.0,0.0,2.5,0.0,0.0,Yes,6.6
2015-01-05 01:00:00,67.0,4.2,3.5,92,2.24,4.0,0.0,0,3.0,4.2,92,3.1,0.0,0.0,2.24,0.0,0.0,Yes,5.9
2015-01-05 02:00:00,32.0,4.3,4.0,94,2.2,4.0,0.0,0,3.0,4.3,94,3.4,0.0,0.0,2.2,0.0,0.0,Yes,6.6
2015-01-05 03:00:00,22.0,4.3,4.5,95,2.4,4.0,0.0,0,3.0,4.3,95,3.6,0.0,0.0,2.4,0.0,0.0,Yes,5.3
2015-01-05 04:00:00,38.0,4.6,5.0,96,2.6,4.0,0.0,0,3.0,4.6,96,4.0,0.0,0.0,2.6,0.0,0.0,Yes,6.3
2015-01-05 05:00:00,81.0,5.1,5.5,96,2.9,4.0,0.0,0,3.0,5.1,96,4.5,0.0,0.0,2.9,0.0,0.0,Yes,9.0
2015-01-05 06:00:00,444.0,5.8,6.5,96,3.11,3.0,0.0,0,3.0,5.8,96,5.2,0.0,0.0,3.11,0.0,0.0,Yes,9.1
2015-01-05 07:00:00,1597.0,5.8,6.0,95,3.16,3.0,0.0,0,3.0,5.8,95,5.1,0.0,0.0,3.16,0.0,0.0,Yes,12.8
2015-01-05 08:00:00,3161.0,6.2,7.5,96,3.07,3.0,0.0,0,3.0,6.2,96,5.7,0.0,0.0,3.07,0.0,0.0,Yes,9.7
2015-01-05 09:00:00,1342.0,6.6,7.0,97,3.05,3.0,0.0,0,3.0,6.6,97,6.2,0.0,0.0,3.05,7.0,0.0252,Yes,9.5
2015-01-05 10:00:00,568.0,7.4,8.0,97,3.13,3.0,0.0,0,3.0,7.4,97,7.0,0.0,0.0,3.13,40.0,0.144,Yes,8.0
2015-01-05 11:00:00,584.0,8.3,7.5,94,3.5,3.0,0.0,0,3.0,8.3,94,7.4,0.0,0.0,3.5,79.0,0.2844,Yes,5.5
2015-01-05 12:00:00,762.0,9.2,8.0,87,3.96,3.0,0.0,0,3.0,9.2,87,7.1,0.0,0.0,3.96,109.0,0.3923999999999999,Yes,6.1
2015-01-05 13:00:00,873.0,9.4,8.5,86,3.68,3.0,0.0,0,3.0,9.4,86,7.1,0.0,0.0,3.68,110.0,0.3959999999999999,Yes,8.9
2015-01-05 14:00:00,672.0,9.2,9.0,87,3.34,3.0,0.0,0,3.0,9.2,87,7.1,0.0,0.0,3.34,87.0,0.3132,Yes,14.0
2015-01-05 15:00:00,807.0,8.8,8.5,88,3.22,3.0,0.0,0,3.0,8.8,88,6.9,0.0,0.0,3.22,48.0,0.1728,Yes,21.7
2015-01-05 16:00:00,1192.0,7.9,8.5,91,3.14,3.0,0.0,0,3.0,7.9,91,6.5,0.0,0.0,3.14,20.0,0.072,Yes,26.6
2015-01-05 17:00:00,2761.0,7.3,7.5,92,3.29,3.0,0.0,0,3.0,7.3,92,6.0,0.0,0.0,3.29,0.0,0.0,Yes,28.2
2015-01-05 18:00:00,2389.0,6.5,7.5,93,3.38,3.0,0.0,0,3.0,6.5,93,5.4,0.0,0.0,3.38,0.0,0.0,Yes,26.6
2015-01-05 19:00:00,1274.0,6.4,6.5,95,3.38,3.0,0.0,0,3.0,6.4,95,5.7,0.0,0.0,3.38,0.0,0.0,Yes,28.2
2015-01-05 20:00:00,696.0,6.0,7.0,95,3.29,3.0,0.0,0,3.0,6.0,95,5.3,0.0,0.0,3.29,0.0,0.0,Yes,28.2
2015-01-05 21:00:00,411.0,6.2,7.0,94,3.07,3.0,0.0,0,3.0,6.2,94,5.3,0.0,0.0,3.07,0.0,0.0,Yes,30.1
2015-01-05 22:00:00,324.0,6.2,7.5,93,2.72,4.0,0.0,0,3.0,6.2,93,5.2,0.0,0.0,2.72,0.0,0.0,Yes,27.4
2015-01-05 23:00:00,192.0,6.3,7.5,92,2.84,4.0,0.0,0,3.0,6.3,92,5.1,0.0,0.0,2.84,0.0,0.0,Yes,30.5
2015-01-06 00:00:00,91.0,6.3,6.5,91,3.0,4.0,0.0,0,3.0,6.3,91,5.0,0.0,0.0,3.0,0.0,0.0,Yes,27.4
2015-01-06 01:00:00,73.0,6.4,6.5,90,3.3,4.0,0.0,0,3.0,6.4,90,4.8,0.0,0.0,3.3,0.0,0.0,Yes,34.0
2015-01-06 02:00:00,33.0,6.4,6.0,89,3.6,4.0,0.0,0,3.0,6.4,89,4.6,0.0,0.0,3.6,0.0,0.0,Yes,35.9
2015-01-06 03:00:00,19.0,6.4,5.5,87,4.0,4.0,0.0,0,3.0,6.4,87,4.5,0.0,0.0,4.0,0.0,0.0,Yes,34.0
2015-01-06 04:00:00,40.0,6.4,6.5,87,4.21,4.0,0.0,0,3.0,6.4,87,4.4,0.0,0.0,4.21,0.0,0.0,Yes,30.1
2015-01-06 05:00:00,74.0,6.5,5.5,87,4.43,4.0,0.0,0,3.0,6.5,87,4.5,0.0,0.0,4.43,0.0,0.0,Yes,22.7
2015-01-06 06:00:00,530.0,6.7,5.0,88,4.46,3.0,0.0,0,3.0,6.7,88,4.8,0.0,0.0,4.46,0.0,0.0,Yes,17.6
2015-01-06 07:00:00,1715.0,6.9,7.0,95,4.75,3.0,0.0,0,3.0,6.9,95,6.1,0.0,0.0,4.75,0.0,0.0,Yes,14.5
2015-01-06 08:00:00,3534.0,7.2,7.0,95,4.96,7.0,0.0,0,3.0,7.2,95,6.4,0.0,0.0,4.96,0.0,0.0,Yes,9.8
2015-01-06 09:00:00,1573.0,7.5,6.5,95,5.18,7.0,0.0,0,3.0,7.5,95,6.8,0.0,0.0,5.18,3.0,0.0108,Yes,8.8
2015-01-06 10:00:00,635.0,8.1,7.5,94,5.18,3.0,0.0,0,3.0,8.1,94,7.2,0.0,0.0,5.18,26.0,0.0936,Yes,8.1
2015-01-06 11:00:00,550.0,9.0,8.0,92,5.5,3.0,0.0,0,3.0,9.0,92,7.7,0.0,0.0,5.5,49.0,0.1764,Yes,13.2
2015-01-06 12:00:00,395.0,9.9,11.0,89,5.6,7.0,0.0,0,3.0,9.9,89,8.2,0.0,0.0,5.6,72.0,0.2592,Yes,6.6
2015-01-06 13:00:00,426.0,9.6,6.0,88,5.92,3.0,0.0,0,3.0,9.6,88,7.8,0.2,0.0,5.92,21.0,0.0756,Yes,6.1
2015-01-06 14:00:00,579.0,8.4,6.0,83,6.45,3.0,0.0,0,3.0,8.4,83,5.8,0.0,0.0,6.45,43.0,0.1548,Yes,37.8
2015-01-06 15:00:00,718.0,7.4,4.5,78,6.05,2.0,0.0,0,3.0,7.4,78,3.9,0.0,0.0,6.05,80.0,0.288,Yes,45.5
2015-01-06 16:00:00,1184.0,6.4,5.0,78,4.7,2.0,0.0,0,3.0,6.4,78,2.9,0.0,0.0,4.7,33.0,0.1188,Yes,41.7
2015-01-06 17:00:00,2662.0,5.5,4.0,80,4.15,1.0,0.0,0,3.0,5.5,80,2.3,0.0,0.0,4.15,0.0,0.0,Yes,50.0
2015-01-06 18:00:00,2610.0,5.0,4.0,80,3.72,1.0,0.0,0,3.0,5.0,80,1.9,0.0,0.0,3.72,0.0,0.0,Yes,50.0
2015-01-06 19:00:00,1402.0,4.0,3.0,87,3.31,1.0,0.0,0,3.0,4.0,87,2.0,0.0,0.0,3.31,0.0,0.0,Yes,50.0
2015-01-06 20:00:00,720.0,3.1,2.5,90,3.61,1.0,0.0,0,3.0,3.1,90,1.6,0.0,0.0,3.61,0.0,0.0,Yes,44.5
2015-01-06 21:00:00,494.0,2.6,2.0,91,3.41,1.0,0.0,0,3.0,2.6,91,1.3,0.0,0.0,3.41,0.0,0.0,Yes,44.5
2015-01-06 22:00:00,344.0,1.9,1.5,93,3.04,1.0,0.0,0,3.0,1.9,93,0.9,0.0,0.0,3.04,0.0,0.0,Yes,38.9
2015-01-06 23:00:00,212.0,1.2,1.0,93,3.07,1.0,0.0,0,3.0,1.2,93,0.3,0.0,0.0,3.07,0.0,0.0,Yes,38.9
2015-01-07 00:00:00,102.0,0.8,1.0,94,3.13,1.0,0.0,0,3.0,0.8,94,-0.1,0.0,0.0,3.13,0.0,0.0,Yes,34.5
2015-01-07 01:00:00,60.0,0.6,1.0,93,3.16,1.0,0.0,0,3.0,0.6,93,-0.3,0.0,0.0,3.16,0.0,0.0,Yes,38.4
2015-01-07 02:00:00,33.0,0.6,1.5,93,3.55,1.0,0.0,0,3.0,0.6,93,-0.4,0.0,0.0,3.55,0.0,0.0,Yes,29.5
2015-01-07 03:00:00,26.0,0.8,1.0,92,3.54,2.0,0.0,0,3.0,0.8,92,-0.3,0.0,0.0,3.54,0.0,0.0,Yes,18.9
2015-01-07 04:00:00,33.0,0.9,1.5,92,3.41,2.0,0.0,0,3.0,0.9,92,-0.2,0.0,0.0,3.41,0.0,0.0,Yes,16.7
2015-01-07 05:00:00,80.0,1.1,2.0,92,3.48,1.0,0.0,0,3.0,1.1,92,-0.0,0.0,0.0,3.48,0.0,0.0,Yes,25.0
2015-01-07 06:00:00,526.0,1.4,2.5,92,3.74,1.0,0.0,0,3.0,1.4,92,0.2,0.0,0.0,3.74,0.0,0.0,Yes,18.6
2015-01-07 07:00:00,1757.0,2.0,2.5,93,3.94,1.0,0.0,0,3.0,2.0,93,0.9,0.0,0.0,3.94,0.0,0.0,Yes,21.3
2015-01-07 08:00:00,3618.0,2.6,3.5,92,4.25,2.0,0.0,0,3.0,2.6,92,1.4,0.0,0.0,4.25,0.0,0.0,Yes,27.2
2015-01-07 09:00:00,1714.0,3.7,5.0,91,4.7,3.0,0.0,0,3.0,3.7,91,2.3,0.0,0.0,4.7,19.0,0.0684,Yes,20.5
2015-01-07 10:00:00,763.0,5.8,5.0,86,5.5,2.0,0.0,0,3.0,5.8,86,3.7,0.0,0.0,5.5,74.0,0.2663999999999999,Yes,26.0
2015-01-07 11:00:00,690.0,7.3,6.0,82,6.22,2.0,0.0,0,3.0,7.3,82,4.4,0.0,0.0,6.22,122.0,0.4392,Yes,30.2
2015-01-07 12:00:00,913.0,8.2,5.5,77,7.03,2.0,0.0,0,3.0,8.2,77,4.5,0.0,0.0,7.03,141.0,0.5075999999999999,Yes,29.6
2015-01-07 13:00:00,982.0,8.5,6.0,76,7.67,2.0,0.0,0,3.0,8.5,76,4.5,0.0,0.0,7.67,159.0,0.5724,Yes,22.7
2015-01-07 14:00:00,783.0,8.4,6.5,75,7.85,2.0,0.0,0,3.0,8.4,75,4.3,0.0,0.0,7.85,118.0,0.4248,Yes,25.5
2015-01-07 15:00:00,794.0,8.2,6.0,75,7.8,2.0,0.0,0,3.0,8.2,75,4.1,0.0,0.0,7.8,64.0,0.2304,Yes,23.9
2015-01-07 16:00:00,1171.0,7.9,6.0,77,7.77,3.0,0.0,0,3.0,7.9,77,4.1,0.0,0.0,7.77,19.0,0.0684,Yes,20.2
2015-01-07 17:00:00,2647.0,7.7,6.5,78,7.91,3.0,0.0,0,3.0,7.7,78,4.1,0.0,0.0,7.91,0.0,0.0,Yes,21.4
2015-01-07 18:00:00,2579.0,8.1,7.0,77,8.05,3.0,0.0,0,3.0,8.1,77,4.3,0.0,0.0,8.05,0.0,0.0,Yes,23.0
2015-01-07 19:00:00,1402.0,8.4,,81,8.24,,0.0,0,3.0,8.4,81,5.3,0.0,0.0,8.24,0.0,0.0,No,20.2
2015-01-07 20:00:00,657.0,8.8,6.5,81,8.4,3.0,0.0,0,3.0,8.8,81,5.8,0.0,0.0,8.4,0.0,0.0,Yes,20.8
2015-01-07 21:00:00,516.0,9.1,7.0,82,8.48,7.0,0.0,0,3.0,9.1,82,6.3,0.0,0.0,8.48,0.0,0.0,Yes,17.0
2015-01-07 22:00:00,414.0,9.5,7.0,84,7.89,7.0,0.0,0,3.0,9.5,84,6.9,0.0,0.0,7.89,0.0,0.0,Yes,16.8
2015-01-07 23:00:00,206.0,9.8,7.0,86,8.09,7.0,0.0,0,3.0,9.8,86,7.6,0.0,0.0,8.09,0.0,0.0,Yes,16.6
2015-01-08 00:00:00,123.0,9.9,11.0,89,8.02,4.0,0.0,0,3.0,9.9,89,8.2,0.0,0.0,8.02,0.0,0.0,Yes,15.6
2015-01-08 01:00:00,56.0,10.1,11.5,91,7.72,3.0,0.0,0,3.0,10.1,91,8.7,0.0,0.0,7.72,0.0,0.0,Yes,15.3
2015-01-08 02:00:00,51.0,10.4,12.0,91,7.42,3.0,0.0,0,3.0,10.4,91,9.1,0.0,0.0,7.42,0.0,0.0,Yes,19.6
2015-01-08 03:00:00,33.0,10.7,12.0,92,6.87,3.0,0.0,0,3.0,10.7,92,9.5,0.0,0.0,6.87,0.0,0.0,Yes,17.7
2015-01-08 04:00:00,32.0,10.9,12.0,92,6.34,7.0,0.0,0,3.0,10.9,92,9.7,0.0,0.0,6.34,0.0,0.0,Yes,14.1
2015-01-08 05:00:00,87.0,10.9,12.0,93,5.46,7.0,0.0,0,3.0,10.9,93,9.7,0.0,0.0,5.46,0.0,0.0,Yes,14.1
2015-01-08 06:00:00,511.0,10.7,11.5,94,4.66,3.0,0.0,0,3.0,10.7,94,9.7,0.0,0.0,4.66,0.0,0.0,Yes,14.6
2015-01-08 07:00:00,982.0,10.3,9.5,96,3.98,7.0,0.0,0,3.0,10.3,96,9.7,0.5,0.0,3.98,0.0,0.0,Yes,16.8
2015-01-08 08:00:00,1228.0,10.1,7.5,91,3.85,7.0,0.0,0,3.0,10.1,91,8.8,1.5,0.0,3.85,0.0,0.0,Yes,8.5
2015-01-08 09:00:00,573.0,9.3,7.0,86,3.88,7.0,0.0,0,3.0,9.3,86,7.2,3.4,0.0,3.88,1.0,0.0036,Yes,7.3
2015-01-08 10:00:00,185.0,7.6,7.0,86,4.25,7.0,0.0,0,3.0,7.6,86,5.4,3.3,0.0,4.25,6.0,0.0216,Yes,6.6
2015-01-08 11:00:00,193.0,7.0,6.0,88,3.81,7.0,0.0,0,3.0,7.0,88,5.1,2.3,0.0,3.81,11.0,0.0395999999999999,Yes,11.2
2015-01-08 12:00:00,522.0,7.2,6.5,89,3.8,2.0,0.0,0,3.0,7.2,89,5.4,1.6,0.0,3.8,12.0,0.0432,Yes,14.4
2015-01-08 13:00:00,672.0,7.7,5.5,89,4.92,2.0,0.0,0,3.0,7.7,89,6.0,0.3,0.0,4.92,47.0,0.1692,Yes,25.5
2015-01-08 14:00:00,761.0,8.3,7.0,85,5.28,2.0,0.0,0,3.0,8.3,85,5.8,0.1,0.0,5.28,135.0,0.486,Yes,30.9
2015-01-08 15:00:00,781.0,8.1,6.0,82,4.82,2.0,0.0,0,3.0,8.1,82,5.2,0.0,0.0,4.82,112.0,0.4032,Yes,25.0
2015-01-08 16:00:00,1212.0,7.4,6.0,82,4.91,2.0,0.0,0,3.0,7.4,82,4.6,0.0,0.0,4.91,38.0,0.1368,Yes,30.9
2015-01-08 17:00:00,2351.0,6.5,6.0,84,4.81,2.0,0.0,0,3.0,6.5,84,4.0,0.0,0.0,4.81,0.0,0.0,Yes,24.3
2015-01-08 18:00:00,2110.0,5.8,5.5,86,4.48,1.0,0.0,0,3.0,5.8,86,3.6,0.0,0.0,4.48,0.0,0.0,Yes,23.9
2015-01-08 19:00:00,1239.0,5.8,5.0,84,4.75,1.0,0.0,0,3.0,5.8,84,3.4,0.0,0.0,4.75,0.0,0.0,Yes,27.0
2015-01-08 20:00:00,752.0,5.7,5.0,84,4.97,1.0,0.0,0,3.0,5.7,84,3.2,0.0,0.0,4.97,0.0,0.0,Yes,23.3
2015-01-08 21:00:00,457.0,5.8,4.5,83,5.8,1.0,0.0,0,3.0,5.8,83,3.1,0.0,0.0,5.8,0.0,0.0,Yes,27.8
2015-01-08 22:00:00,423.0,6.3,5.5,80,6.8,1.0,0.0,0,3.0,6.3,80,3.0,0.0,0.0,6.8,0.0,0.0,Yes,29.6
2015-01-08 23:00:00,267.0,6.8,5.5,76,8.07,2.0,0.0,0,3.0,6.8,76,3.0,0.0,0.0,8.07,0.0,0.0,Yes,24.6
2015-01-09 00:00:00,147.0,7.6,7.0,75,7.8,2.0,0.0,0,3.0,7.6,75,3.5,0.0,0.0,7.8,0.0,0.0,Yes,18.3
2015-01-09 01:00:00,60.0,8.4,7.0,73,8.58,7.0,0.0,0,3.0,8.4,73,3.8,0.1,0.0,8.58,0.0,0.0,Yes,22.4
2015-01-09 02:00:00,65.0,8.6,6.5,74,9.59,7.0,0.0,0,3.0,8.6,74,4.3,0.2,0.0,9.59,0.0,0.0,Yes,12.0
2015-01-09 03:00:00,42.0,8.9,11.0,80,8.91,3.0,0.0,0,3.0,8.9,80,5.7,0.0,0.0,8.91,0.0,0.0,Yes,16.9
2015-01-09 04:00:00,47.0,9.7,11.0,84,8.13,3.0,0.0,0,3.0,9.7,84,7.1,0.0,0.0,8.13,0.0,0.0,Yes,20.9
2015-01-09 05:00:00,85.0,10.2,11.5,86,7.41,3.0,0.0,0,3.0,10.2,86,8.0,0.0,0.0,7.41,0.0,0.0,Yes,22.5
2015-01-09 06:00:00,441.0,10.7,12.0,88,7.69,3.0,0.0,0,3.0,10.7,88,8.8,0.0,0.0,7.69,0.0,0.0,Yes,35.9
2015-01-09 07:00:00,1593.0,10.3,12.0,92,8.13,3.0,0.0,0,3.0,10.3,92,9.0,0.0,0.0,8.13,0.0,0.0,Yes,28.2
2015-01-09 08:00:00,3505.0,10.9,12.0,91,8.32,2.0,0.0,0,3.0,10.9,91,9.5,0.0,0.0,8.32,0.0,0.0,Yes,37.8
2015-01-09 09:00:00,1768.0,10.8,12.0,88,8.26,2.0,0.0,0,3.0,10.8,88,8.8,0.0,0.0,8.26,12.0,0.0432,Yes,50.0
2015-01-09 10:00:00,799.0,10.7,12.5,84,7.96,1.0,0.0,0,3.0,10.7,84,8.1,0.0,0.0,7.96,62.0,0.2231999999999999,Yes,50.0
2015-01-09 11:00:00,806.0,10.9,13.0,81,6.87,1.0,0.0,0,3.0,10.9,81,7.7,0.0,0.0,6.87,143.0,0.5148,Yes,36.3
2015-01-09 12:00:00,1052.0,11.1,13.0,78,7.03,1.0,0.0,0,3.0,11.1,78,7.5,0.0,0.0,7.03,199.0,0.7163999999999999,Yes,34.7
2015-01-09 13:00:00,1078.0,11.1,13.0,77,8.23,1.0,0.0,0,3.0,11.1,77,7.2,0.0,0.0,8.23,186.0,0.6696,Yes,34.5
2015-01-09 14:00:00,976.0,11.3,13.0,77,8.86,2.0,0.0,0,3.0,11.3,77,7.3,0.0,0.0,8.86,144.0,0.5184,Yes,27.3
2015-01-09 15:00:00,912.0,11.3,13.5,77,8.63,7.0,0.0,0,3.0,11.3,77,7.5,0.0,0.0,8.63,87.0,0.3132,Yes,17.6
2015-01-09 16:00:00,1229.0,12.1,13.0,80,9.66,7.0,0.0,0,3.0,12.1,80,8.8,0.0,0.0,9.66,13.0,0.0468,Yes,12.0
2015-01-09 17:00:00,2409.0,13.4,13.5,84,10.22,7.0,0.0,0,3.0,13.4,84,10.7,0.0,0.0,10.22,0.0,0.0,Yes,8.9
2015-01-09 18:00:00,1983.0,13.8,15.0,84,10.22,7.0,0.0,0,3.0,13.8,84,11.1,0.0,0.0,10.22,0.0,0.0,Yes,18.9
2015-01-09 19:00:00,1094.0,13.3,15.5,86,10.37,7.0,0.0,0,3.0,13.3,86,11.0,0.0,0.0,10.37,0.0,0.0,Yes,23.5
2015-01-09 20:00:00,686.0,13.3,15.0,84,10.63,3.0,0.0,0,3.0,13.3,84,10.7,0.0,0.0,10.63,0.0,0.0,Yes,26.5
2015-01-09 21:00:00,443.0,13.1,15.0,82,10.59,3.0,0.0,0,3.0,13.1,82,10.1,0.0,0.0,10.59,0.0,0.0,Yes,40.5
2015-01-09 22:00:00,464.0,12.7,15.0,82,9.27,3.0,0.0,0,3.0,12.7,82,9.7,0.0,0.0,9.27,0.0,0.0,Yes,10.5
2015-01-09 23:00:00,420.0,12.5,14.0,81,9.55,4.0,0.0,0,3.0,12.5,81,9.4,0.0,0.0,9.55,0.0,0.0,Yes,27.7
2015-01-10 00:00:00,392.0,12.3,14.0,81,9.62,4.0,0.0,1,3.0,12.3,81,9.2,0.0,0.0,9.62,0.0,0.0,Yes,45.5
2015-01-10 01:00:00,277.0,12.1,14.0,82,9.47,4.0,0.0,1,3.0,12.1,82,9.1,0.0,0.0,9.47,0.0,0.0,Yes,35.9
2015-01-10 02:00:00,189.0,12.0,14.0,82,9.35,3.0,0.0,1,3.0,12.0,82,9.0,0.0,0.0,9.35,0.0,0.0,Yes,15.5
2015-01-10 03:00:00,153.0,11.9,13.0,82,9.58,3.0,0.0,1,3.0,11.9,82,8.9,0.0,0.0,9.58,0.0,0.0,Yes,34.0
2015-01-10 04:00:00,90.0,11.7,13.0,82,9.78,3.0,0.0,1,3.0,11.7,82,8.7,0.0,0.0,9.78,0.0,0.0,Yes,30.5
2015-01-10 05:00:00,52.0,11.6,13.0,81,10.1,3.0,0.0,1,3.0,11.6,81,8.4,0.0,0.0,10.1,0.0,0.0,Yes,30.1
2015-01-10 06:00:00,69.0,11.4,13.0,80,10.27,7.0,0.0,1,3.0,11.4,80,8.2,0.0,0.0,10.27,0.0,0.0,Yes,29.7
2015-01-10 07:00:00,143.0,11.5,13.0,81,10.58,3.0,0.0,1,3.0,11.5,81,8.3,0.0,0.0,10.58,0.0,0.0,Yes,17.7
2015-01-10 08:00:00,321.0,11.8,14.0,79,10.86,3.0,0.0,1,3.0,11.8,79,8.2,0.0,0.0,10.86,0.0,0.0,Yes,30.1
2015-01-10 09:00:00,619.0,12.3,14.0,78,11.23,3.0,0.0,1,3.0,12.3,78,8.5,0.0,0.0,11.23,5.0,0.018,Yes,17.0
2015-01-10 10:00:00,757.0,12.8,14.0,77,10.7,7.0,0.0,1,3.0,12.8,77,8.8,0.0,0.0,10.7,20.0,0.072,Yes,18.9
2015-01-10 11:00:00,800.0,12.0,11.5,75,9.73,3.0,0.0,1,3.0,12.0,75,7.8,0.5,0.0,9.73,21.0,0.0756,Yes,19.1
2015-01-10 12:00:00,1191.0,10.4,11.5,71,8.1,2.0,0.0,1,3.0,10.4,71,5.3,0.0,0.0,8.1,47.0,0.1692,Yes,30.9
2015-01-10 13:00:00,1395.0,9.7,8.5,63,8.13,3.0,0.0,1,3.0,9.7,63,2.9,0.0,0.0,8.13,155.0,0.5579999999999999,Yes,26.3
2015-01-10 14:00:00,1358.0,8.7,4.5,54,7.59,3.0,0.0,1,3.0,8.7,54,-0.2,0.0,0.0,7.59,184.0,0.6624,Yes,50.0
2015-01-10 15:00:00,1436.0,7.7,5.0,50,7.13,2.0,0.0,1,3.0,7.7,50,-2.0,0.0,0.0,7.13,120.0,0.432,Yes,37.8
2015-01-10 16:00:00,1270.0,6.8,4.0,51,6.57,1.0,0.0,1,3.0,6.8,51,-2.6,0.0,0.0,6.57,43.0,0.1548,Yes,37.8
2015-01-10 17:00:00,1054.0,6.0,4.0,53,5.95,2.0,0.0,1,3.0,6.0,53,-2.9,0.0,0.0,5.95,0.0,0.0,Yes,34.0
2015-01-10 18:00:00,849.0,5.3,3.0,55,5.5,1.0,0.0,1,3.0,5.3,55,-3.0,0.0,0.0,5.5,0.0,0.0,Yes,32.8
